,Date,Tweet,User
758,2021-07-21 22:52:52,"Gila, sahabat ayah di mushola istrinya meninggal jg karna covid innalilahi",txtdariavahijabkabul
759,2021-07-21 22:52:52,"@FuzaFirdaus Khawatir excess deaths di pontianak dan kalbar sudah berapa sejak 2020 januari, sedangkan yg di catat hanya 500+ kematian covid :(",yoji
760,2021-07-21 22:52:48,Khusus warga Sunda ulah sampe akibat covid-19 jadi fatal.. PPKM (Pulangkeun Pamajikan Ka Mitoha).,Rian.RD
761,2021-07-21 22:52:45,"@JebulMania291 Menurut.saya covid 19 ini bisa hilang dengan kita bergoyang ubur2 seindonesia, mput lebih tau detail nya",Rayyan alfahri
762,2021-07-21 22:52:43,"Summer in Gifu since 2020 --&gt; Covid 19 + Heatwave
Sungguh sebuah combo genosida terbaik 🤬🤬",Gurunya Naruto
763,2021-07-21 22:52:37,"@uchiCLRR Hai, Kak. 
Mohon maaf atas ketidaknyamanannya. 
Sebagai upaya pencegahan penyebaran Covid-19, selama PPKM darurat di wilayah Jawa &amp; Bali, sampai dengan tanggal 23 Juli 2021 Kring Pajak hanya dapat dihubungi melalui saluran digital (livechat, email, twitter). 

(1/4)",#PajakKitaUntukKita
764,2021-07-21 22:52:26,"Turut berduka sedalam-dalamnya untuk saudara-saudari yg ditinggalkan oleh keluarganya baik karena covid atau tidak.
Mari kita doakan bersama2 semoga covid segera berakhir, ga ada lagi varian varien, dan kita bisa berjuang melewati masa pandemi ini :”",Wi diA. Sitohang
765,2021-07-21 22:52:25,"@ByJasonNg And tbvh, this is not just for covid. Theres lots of lab in MY. some lab yg tak ada experts in the area, ada tendency untuk provide false report. I bukanlah sokong lab yg charge mahal, tp dah byk kali dgr lab yg charge murah, result alter~ and tiba2 kantoi kat export port. GG",kawayilily
766,2021-07-21 22:52:23,@KompasTV Ayooo yg kmrn mengjempolkan singapura krn berhasil melawan covid...gimana gimana gimana,Mom pandya
767,2021-07-21 22:52:20,"Keadaan memang tak selalu sesuai dengan kenyataan
Tapi bukan berarti kita menyalahkan keadaan apalagi mempermainkan keadaan

Covid - 19 
Itu nyata, bukan rekayasa, 

Plis saya tidak di endorse",Sirkulasi papan tulis
768,2021-07-21 22:52:08,@merapi_uncover U/ covid sy kemaren oxygen tdk menggunakan air. Krna efek nya bisa memperparah pneumonia. Hati gaes,agustina
769,2021-07-21 22:52:08,Mulai Besok GOR Matraman Siap Menampung Pasien Covid-19 https://t.co/OQrdTgYOoP #TempoMetro,TEMPO.CO
770,2021-07-21 22:52:05,Cerita 7 Wanita Gabung Tim Pemulasaraan Jenazah Covid-19 di Jakarta Utara https://t.co/yMZAMbRzia #TempoMetro,TEMPO.CO
771,2021-07-21 22:52:02,"Tak cukup minta maaf, mestinya mereka digantung!

https://t.co/HzLLA9DFBp",Agus Dwisakti
772,2021-07-21 22:52:00,"Simpen link aj. Ringkasan

https://t.co/7TZxx7VR6T

Sepak terjang BPOM di masa pandemi banyak mendapat sorotan. Dari tak meloloskan uji klinis yang tak sesuai prosedur hingga membantah klaim 'obat' COVID-19.",BAPretweet&spams
773,2021-07-21 22:51:59,7ta huma kayaklo le fiak dial lbgra en plein covid . C’est normal https://t.co/IqeCrjsCbd,Zyzz ⵣ 🇲🇦
774,2021-07-21 22:51:48,"AYO KITA DISTRIBUSI PENDAPATAN YOOOK LEWAT @bagirata_id ❤🌹
Ayo bantu para pekerja yang terkena dampak ekonomi akibat pandemi COVID-19! Distribusikan dana ke mereka sekarang melalui https://t.co/2Nn1WF486f  https://t.co/yeFobPVLNs #bagirata #COVID-19 #coronavirus",BIM∆ ∆. NUGROHO
775,2021-07-21 22:51:46,"22 Juli 2021 l  Tetap terapkan Protokol Kesehatan untuk memutus mata rantai penyebaran Covid-19 ya. Staytune disini yuk, informasi pagi siap menemani. Opini dan Info Lalu Lintas melalui sms/wa 08175483200 #Radio #SonoraFMYogyakarta https://t.co/7oFDGlHFUl","SONORA 97,4 FM Yogya"
776,2021-07-21 22:51:38,"@ChatibBasri @ulil Setuju.. 
Ditempat sy yg positif dan meninggal sptnya tdk didata (tdk diurus) meninggal dibiarkan dibw keluarga tnp protokol covid.",💯% NKRI
777,2021-07-21 22:51:38,Di covid negativo papa!!! 🤟🏼💪🏼,Mica Aguilera
778,2021-07-21 22:51:36,"@Liga1Match @PSSI @pt_lib Main di luar jawa aja, kan banyak stadion yg keren² tuh. Trus kasus covid ya gak terlalu banyak kayak di Jawa",-
779,2021-07-21 22:51:28,"Mohon data kasus covid diaudit, Pak @jokowi . Gus Arya bicara di youtube https://t.co/BhXz30kGe0",Prana Badrun
780,2021-07-21 22:51:27,@emiseraaa Aku yg dah vaksin ni pun masih takut. Bukannya dah vaksin x blh kena covid,APR
781,2021-07-21 22:51:27,@mohmahfudmd selama ada isu covad covid tidak ada orang yg mati mendadak yg sedang sholat di masjid atau sedang sholat sunnah apapun....justru yg mati kebanyakan di rumah sakit yg di vonis covid....!!,Cungkring
782,2021-07-21 22:51:13,"Alhamdulillah, acara semalam masih di rumah aja, bakar-bakar yg bisa dibakar, pas lagi musimnya bakar-bakar, semoga masalah covid ikut terbakar, aamiin🤲

#tambahimun #salamsehat #dirumahaja #idulkurban #bakarsemangat https://t.co/nyl1wb7j9a",Buari
783,2021-07-21 22:51:10,"Bhabinkamtibmas Polsek Senori bersama Babinsa menyalurkan Bansos dari pemerintah kepada warga terdampak Covid-19 pada masa PPKM Level 4-3

@DivHumas_Polri
@HumasPoldaJatim
@polisi_jatim
@humas_restuban
@PolsekSenori https://t.co/1FoSl8tHNI",GarduCabe
784,2021-07-21 22:51:09,"Pandemi memuakkan ! Temen-temen kantor udah mulai diserang covid-19. 1 sembuh, 1 kena. Huuft",Ranya Sentika
785,2021-07-21 22:50:58,"Bkn apa2 jir, gue sbnrnya tahan aja kalo cuma 2 hari. Tp covid gaada jir sembuh 2 hari. Kan gue jg jd gabebas gt, gbs pk tanktop seenak jidat, jajan gofood seenak jidat, jalan2 seenak jidat, begadang seenak jidat (krn tidur di kamar nyokap), argh",mikey
786,2021-07-21 22:50:58,kok yg kena covid kali ini lama lama makin makin ya☹,Tesatudua
787,2021-07-21 22:50:57,"Kadang suka bingung dengan Negara kita apa lagi dengan Kepolisian RI kenapa manusia seperti ini bebas berteriak menyumbang COVID-19.
 
Mang Kab Bogor paling rusak dlm menerapkan PPKM. 
Orang yaman di cisarua ente-ente gentayangan melacur. 
Kayanya ini manusia prodak kawin kontrak https://t.co/ABJdWv9pGa",Heryanto 99
788,2021-07-21 22:50:54,"Pagi-pagi bikin Indomie dan Kopi.
Baca TL ada Mahasiswa demo yg tak berijin. Kena Covid lagi.
Apa kabar Gubernur Jawa Timur?
😁😁

Indomie
Mahasiswa
Gubernur Khofifah
Gubernur Jawa Timur

🤭🤭",AW Wikanadi
789,2021-07-21 22:50:50,"Ringkasan kes kematian #COVID19, 21 Julai 2021. 

199 kes kematian COVID-19 dilaporkan hari ini termasuk 33 kes Brought-In-Dead (BID). 

Ini merupakan kes kematian harian tertinggi pernah dilaporkan di Malaysia.

KKM mengucapkan takziah kepada ahli keluarga mereka https://t.co/sJEOWU6DLW",WAIfm Bidayuh
790,2021-07-21 22:50:41,Covid itu nyata bantuan pemerintah itu fana!!! https://t.co/VI5QGPieBd,yogaaa
791,2021-07-21 22:50:30,"Kenapa gak sekalian dihilangkan aja tesnya, biar bisa bilang Indonesia udh bebas Covid-19
https://t.co/6ifKIkwqpD",Any Vit
792,2021-07-21 22:50:27,"@FKadrun Penyakit Flu, HIV, dll butuh puluhan tahun utk menemukan vaksin dan itupun belum selesai hingga saat ini, hla ini covid sdh ada vaksin seiring dgn usia munculnya virus, butuh monyet brp juta ekor? Terpaksa tdk gunakan monyet.",IG : @teguhsd - panggil aku Must
793,2021-07-21 22:50:25,"kira2 pikiran org yg gak percaya covid, skrg gimana ya...
apakah bbrp dr mereka mbatin dlm hati ""yaAllah sodaraku, temenku banyak yg meninggal mendadak, brrti covid ini emang wabah""
tp mereka masih denial dan malu mengungkapkan klo yg dlu dia gak percaya skrg ragu dan bertanya2??",Sarah A
794,2021-07-21 22:50:10,"bandingkan juga dengan jiran terdekat singapura 

https://t.co/1XD0OwnwHN

https://t.co/LX2pMfHgdL

$10 - $13  ( Rm31 - RM 40 ) https://t.co/HqbzIJX9q1",ZiR ^🇲🇾🏅
795,2021-07-21 22:50:00,@yaaudin16 Covid itu nyata bantuan pemerintah itu fana,yogaaa
796,2021-07-21 22:49:54,"Perdana menteri Singapura resmi memperketat pembatasan kegiatan warganya mulai 22 Juli atau hari ini, setelah adanya laporan tentang lonjakan kasus baru Covid-19 di negara pulau tersebut, karena adanya klaster penularan baru yang berasal dari kerumunan warga di tempat karaoke",Albert Solo
797,2021-07-21 22:49:52,"PM Inggris, Boris Johnson, diserang tudingan menganggap enteng pandemi virus Corona (COVID-19). Tudingan dilontarkan mantan penasihatnya, Dominic Cummings. https://t.co/KfTIJmBoZi",detikcom
798,2021-07-21 22:49:28,"Ini aku setuju, banyak temenku disini yg merasa bantuan pemerintah fana, covid fana.. Dpt blt PPKM mau dipake beli daging RW, apa ngga bangke yg beginian? Mereka teriak2 blt pake socmed, artinya beli paket data msh bisa, trs mengatasnamakan kemiskinan, FVCK! https://t.co/HCaNwZAfsG",ramayadi
799,2021-07-21 22:49:27,"Banyak kasus ketika divonis positif, orang langsung Isoman di rumah, padahal paru parunya ada fleks. Sehingga terlambat ketika dibawa ke Rumah sakit. Maka sebaiknya CT Toraks sejak awal https://t.co/kkBjGpXP7k",Terselubung Layar Kaca
800,2021-07-21 22:49:22,"covid kapan redaan si, mau ke jogja :(",le.
801,2021-07-21 22:49:18,"Yg ga percaya vaksin n ga mo divaksin gara2 kemakan hoax n provokasi, moga mata lo pada bs baca grafik di bawah ini yee.
Bukti klo VAKSIN itu AMPUH.
Bkn berarti abis divaksin ga bs kena Covid lg, tp efeknya lbh ringan dr yg belom di vaksin!!!
Ini contoh grafik di UK 👇 https://t.co/GyQZVZydMP",💦🍀🐬Dauphine🐬🍀💦
802,2021-07-21 22:48:57,@jaya_pancasila @YRadianto Semoga ga nambah kasus covid nya,Andy DCH
803,2021-07-21 22:48:55,"@MadMaxAly @AdikaDark @callwisteria @H_Bakkaniy Dia memang camtu sebab dia dan geng geng dia semua anti-vaksin. 
Aku harap setiap semua orang dalam group ni kena covid biar rasa 
https://t.co/SiYkgqPAwf",Zek🏴🇵🇸
804,2021-07-21 22:48:54,"Lagi lagi kerabat dekat bapake meninggal karna covid, kek woy stopp napa coronasu😠😭, makasih banyak bgt sudah mau direpotin bapake ya tan😔 rest in peace tante🙏",sambatarsi-arsantuy
805,2021-07-21 22:48:48,@NovalAssegaf Iye . Covid ? Apa itu ? Mendadak raib .,Vie
806,2021-07-21 22:48:20,"Apa manfaat nya mereka mau melakukan ini?

- tidak ada manfaatnya
- menularkan virus covid-19
- mau dibodohi oleh kaum tak bertanggung jawab

#demobandung #Viral #ViralVideo #viralindonesia https://t.co/oZ6DflUNmc",Squidward
807,2021-07-21 22:48:00,"@AREAJULID kesel bgt, nahan diri buat ngga pulang yg gue pikir bisa sedikit jd usaha gue buat bantu supaya pandemic cepet selesai (atau minim penularan covid menurun). eh taunya ada yg kumpul2 bakar sate begini dan pas diingetin ngga merasa salah😒 https://t.co/SW3S1CHFbK",zilent || kinda ia
808,2021-07-21 22:47:54,"@kumparan Rakyat mengaku sedih Pemerintah terlalu menggampangkan persoalan penanganan pandemi COVID-19 di awal pandemi, sehingga anggap remeh. Ia mencontohkan soal protokol kesehatan yang masih ada orang menganggap ketika sudah goyang ubur2 sudah merasa aman",Odang Noeng Anak Desa
809,2021-07-21 22:47:54,"Yang dirasakan penyintas covid pertama kali positive 

Demam tinggi, tulang terasa ngilu, merasa sangat cape sekali, dan tenggorokan terasa sakit saat menelan, hanya semilir angin pun cukup membuat mual dan pusing kepala.

Jaga kesehatan gaes💪",Herry Herry🇲🇨
810,2021-07-21 22:47:31,@KompasTV Mo betapa banyak pun istilah kk gak pakai lockdown total gak akan selesai2 ni covid..!,cuma nanya harun masiku
811,2021-07-21 22:47:29,"Disini aku mau buat thread apa aja yang ku alamin selama positive covid-19. 

*Disclaimer: ini bukan buat nakut-nakutin yaa, tapi buat penyemangat aja kalo aku dan temen2 yg kena covid-19 bisa melewati ini semua. Stay happy and healthy!",happygurls
812,2021-07-21 22:47:22,"22.07.2021 - pukul 4pgi dapat result dri bp healthcare yang i negative covid. Alhamdulillah 😭😭😭 eventho i stay sebilik dengan adik but we both dh fully complete vaksin 😭😭😭

Vaksin works very well. Alhamdulillah

Please sapa yang still takut nak ambik vaksin go and get yours",Ndhsymira
813,2021-07-21 22:47:15,"@gojekindonesia Aku keluar rumah selalu pake masker dobel. Jadi, klo beli makan, belanja atau yg lain harus cari warung yg jauh tapi sepi. Klo beli dekat rumah jadi omongan. Kampungku masih banyak yg gak percaya adanya covid
#ProteksiEkstra",Mojack
814,2021-07-21 22:47:12,"@geloraco Ini org egois max. Sok2an bicara data trs diksh data, eh nuduh provokasi. Adu data aja public yg nilai. Ato bpk tmsk golongan abs x ya. Malu ama pangkat dan jabatan klo sumbu pendek. Covid emang susah tp bukan berarti ksh data abs boss. Taruhannya nyawa klo lengah..",Judi Sjahrial
815,2021-07-21 22:46:56,efek covid ini apa memberikan lapar berlebih 😩 dr jam 3 pagi nahan lapar 😭😭 sesek nggegeli. Mau pesen gofood kok tiap laper jam 3pagi 😭😭,agustina
816,2021-07-21 22:46:50,"Sekarang kalo nemu org yang bebal banget ama covid w bahagia banget. Walaupun kompleks pemakaman akhirnya penuh sie, tp bayangin pulau jawa macetnya berkurang",liff
817,2021-07-21 22:46:49,Para Buzzer sedang diarahkan Utk menyerang Kepala daerah atas kegagalan penanganan wabah covid_19. Semoga Alloh membalas perbuatan kalian di dunia dan akhirat. https://t.co/cB2NRLoads,Menuju Alam Barzakh
818,2021-07-21 22:46:48,@tirta_hudhi kok terpikirkan ya .. saya dan istri yg sudah sangat ketat dg prokes dan saya sudah vaksin lengkap pun masih terpapar ... anjing bener covid ini 😭,Imron Ainur Rokhim 🇮🇩
819,2021-07-21 22:46:43,"Kasus Covid-19 Meningkat, Singapura Perketat Pembatasan Makan di Tempat dan Pertemuan Sosial - https://t.co/GbFTK9LfGZ https://t.co/0kfnKMV3Mf",Albert Solo
820,2021-07-21 22:46:28,"""Kasus COVID-19 Kembali Melonjak, Singapura Terpaksa Perketat Pembatasan Lagi"" https://t.co/mt5oWZ096W",Albert Solo
821,2021-07-21 22:46:25,@Mikel_GuJu K jaiak si hay covid,BigTimeRush IS BACK!!!!
822,2021-07-21 22:45:54,"Merencanakan liburan jauh2 hari tapi angka covid yg luar biasa dan ppkm bikin jadi ""jangan dulu deh"". Sabar ya nak, walaupun ke tempat sepi tapi ayah sama ami tetep was was karena lewat sana sini. Kita main di sini aja dulu gih",Mamirin Cek
823,2021-07-21 22:45:49,"@gagasagustyus Ngaco emang klo ngomong tuh yaaa 🦁
Gimana? Hasil kepoanlu di FB Yuliana? Kok malah jd kena covid",Mila Meilani Sandi 🌼
824,2021-07-21 22:45:40,Kenapa covid jadi kayak kaiju...... https://t.co/ifRjtUa2Yn,Muhammad Yusuf Adi
825,2021-07-21 22:45:36,"Ada 3 varian COVID-19 berbahaya yang sudah masuk Indonesia. Varian COVID-19 tersebut adalah varian Corona Delta, varian Corona Alpha, dan varian Corona Beta. https://t.co/0uX0WBQbyM",detikHealth
826,2021-07-21 22:45:36,"Ada 3 varian COVID-19 berbahaya yang sudah masuk Indonesia. Varian COVID-19 tersebut adalah varian Corona Delta, varian Corona Alpha, dan varian Corona Beta. https://t.co/qnoYlCLKog",detikcom
827,2021-07-21 22:45:32,"bila la covid ni nak pupus ek?
penat pujuk diri tuk positif dah.
dengan situasi pt x stable.
mcm2 sekarang. 
moga terus kuat teman2 dan hati ni dalam menghadap semua ni.",BlackCatNero
828,2021-07-21 22:45:30,"Arahan Menteri desa PDTT terkait penanganan Covid-19 di desa
@jokowi 
@halimiskandarnu 
@malik_haramain 
@kemendesapdtt
@azzameldzikrie 
@tppkemendes 
@berandadesa 
@taufikmadjid71 
@fachrilabalado https://t.co/KiWeG1AgVO",Asis Hamusa
829,2021-07-21 22:45:27,Kemkes Akui Testing dan Tracing Covid-19 Alami Penurunan https://t.co/rdIg8mAdPZ via @beritasatu,arya setianegara
830,2021-07-21 22:45:20,"Cape anjir kamar gue mulu yg dijadiin tempat ngungsi. Kmrn kaka ipar gue krn kaka gue covid. Skrg tante sm sepupu gue anjir krn om gue yg covid. Yg ribet kan gue ya, baju, skincare, laptop, cas an, headset, alat mandi, mesti bawa turun anjg. Mana sembuh covid tuh bisa semingguan",mikey
831,2021-07-21 22:45:19,"22 Juli 2020 

Selamat memperingati Hari Bhakti Adhyaksa ke-61.

Sesuai dengan tema peringatan Hari Bhakti Adhyaksa ke-61, warga Bandung di masa pandemi Covid-19 ini mari terus “Berkarya untuk Bangsa” agar senantiasa produktif.
.
.
.
#DPRDKotaBandung #HBA61 #KejaksaanRI https://t.co/LrRhyIYzSP",DPRD Kota Bandung
832,2021-07-21 22:45:19,"True story covid 19 😭
19.07.2021 -Adik ambik swab test sebab ada symptoms lepas jaga patient covid (but dia dh lengkap dua dose vaksin)
20.07.2021 -Result swab test keluar and dia positive
21.07.2021- I ambik swab test sendiri sebab dh closed contact. Nk tunggu kkm call mmg lmbt",Ndhsymira
833,2021-07-21 22:45:13,"Ya Allah dari awal covid aman² aja  sekarang giliran kena malah kenanya varian baru :,)",INA GO 🇲🇨 | Hiatus
834,2021-07-21 22:44:57,"@GarengHallu Dah biarin aja, ben podo modiaar kna covid",Bambang Suprapto
835,2021-07-21 22:44:51,"@democrazymedia Tahu dari Sumedang...
Makanya Usir Tka China dari NKRI pasti virus covid hilang tanpa bekas...
😂😊😋🤩🥰😮😍😍😮🥰🤩😋😊😂",Thamrin Syahlevy Al Banjarry
836,2021-07-21 22:44:50,"Yg mau PPKM diakhiri apa hrs rektor UI dulu yg melanggar aturannya ? Atau yg mau covid segera minggat apa perlu...ckp jgn diteruskan ngab 🙈. IMHO, solusi utk mslh rangkap jabatan adlh moralitas. PP tdk perlu dibatalkan, tp smua pjabat publik yg rangkap jbtan MUNDUR. Let's see...",Hilmi Firdausi
837,2021-07-21 22:44:38,Jurus hadapi Covid by Ary Ginanjar. Semoga bermanfaat bagi kita semua https://t.co/PM8M54bAFE,Noesran R.Toegilan
838,2021-07-21 22:44:17,@H_Bakkaniy Tengok ayat dia. Group dia MFM tu lagi bahaya all anti-covid https://t.co/7mBvC3FSWN,Zek🏴🇵🇸
839,2021-07-21 22:44:09,"Heran gw, di videonya Mata Najwa yg liputan covid, masih banyak komentar yg konspirasi dan ga percaya. Ini orang beneran apa emang cuma ngerusuh sih",Agus Dw R
840,2021-07-21 22:44:07,"Hingga 1 Juli 2021, 1.014 debitur telah memanfaatkan program Keringanan Utang dengan total Rp18,76 Miliar utang telah dilunasi 🔥

Di tengah situasi pandemi Covid-19, Program Keringanan Utang dari Pemerintah hadir memberikan kelegaan bagi debitur dan kreditur. https://t.co/0yHFtLkNTS",KPKNL Ternate
841,2021-07-21 22:44:02,Akhirnya PAS mengaku Pilihan Raya Negeri Sabah cetus kegilaan penulaan wabak Covid-19 – The Third Force https://t.co/ykidqxOven,Raggie Jessy Rithaudeen
842,2021-07-21 22:43:57,"Covid itu selain menyerang fisik, ke mental juga. Keluarga terdekat, kerabat, bahkan orang² shalih satu persatu meninggal krn covid. Betapa kita harus menguatkan mental untuk menghadapi ini.",donat bomboloni kayang
843,2021-07-21 22:43:44,Akhirnya PAS mengaku Pilihan Raya Negeri Sabah cetus kegilaan penulaan wabak Covid-19 - https://t.co/lxneGXGEUQ https://t.co/zDAI23KVrs,The Third Force
844,2021-07-21 22:43:43,nak morning walk tp aku seram kes kt kemaman bila situ sini kedai tutup sebab ada yang kena covid 🥺,ka.
845,2021-07-21 22:43:19,Pagi pagi kebangun gara2 kabar duka... Covid itu nyata.,im not driving fast
846,2021-07-21 22:43:17,"Pemerintah Lakukan Testing Massal, Jika Positif Covid-19 Langsung Karantina, Keluarga Dapat Bansos
 
https://t.co/Ix8fnuvhck via @tribunkaltim 
#Covid19 #VirusCorona #Testingmassal",TribunKaltim.co
847,2021-07-21 22:43:14,"arahan Gus Menteri Desa terkait penanganan Covid-19 di Desa.
@halimiskandarnu
@Kemendespdtt
@ditjenpdp
@malik_haramain
@imansyukri
@taufikmadjid71
@yusradaridesa 
@azzameldzikrie 
@tppkemendes 
@SukoyoKasekpro 
@HasanZulfahmi https://t.co/A5BM7jAWq6",Faukas
848,2021-07-21 22:42:42,@GreatOfKratos @LOVE_AG4EVER @IchsanuddinNoor dia perlu juga merasakan covid..,Gerry
849,2021-07-21 22:42:41,"Donor Plasma, Selamatkan Nyawa.
Kami ingin mengetuk hati para penyintas Covid-19 untuk berdonor #PlasmaKonvalesen
Mari bersama #JadilahPenolong 
#saatnyamantanjadipahlawan https://t.co/Wu9HydXXzg",PMI Kebumen
850,2021-07-21 22:42:36,#RekanCommuters mari kita maksimalkan upaya mencegah penyebaran virus Covid-19 di tengah Masa PPKM Darurat ini. KAI Commuter mengajak masyarakat untuk #tetapDiRumahAja dan mengurangi aktivitas keluar rumah yang tidak mendesak. |1 https://t.co/Xl2mywCgrm,KAI Commuter
851,2021-07-21 22:42:15,"Dijaman corona, kita semua dikenalin yg namanya covid beta, gamma dll. Nih ya, lama² anak anak fakultas lain bisa jadi suhu algoritma lanjut pas udah balik ngampus, hehe.",Ditaehyunggg.
852,2021-07-21 22:42:05,Pemburukan pasien Covid-19 bisa terjadi dalam waktu singkat yang berujung kematian. https://t.co/mByJBbxakb,Kompas.com
853,2021-07-21 22:42:03,Pemerintah Kota Depok mencatat 890 kasus baru Covid-19 pada Rabu (21/7/2021). https://t.co/RXQGabb8EL,Kompas.com
854,2021-07-21 22:42:01,"Sebagai upaya utk mencegah penyebaran Covid-19, kami imbau tetap melakukan Physical Distancing di area peron maupun di dalam KRL, apabila kereta sudah tampak mulai padat, #RekanCommuters sebaiknya mempertimbangkan untuk naik kereta selanjutnya.

#CovidSafeBUMN
#BUMNUntukIndonesia https://t.co/jcSW2stN7A",KAI Commuter
855,2021-07-21 22:41:47,"#RekanCommuters Tetap patuhi marka jaga jarak, tidak makan-minum dan berbicara secara langsung maupun melalui telepon genggam untuk mendukung upaya pencegahan Covid-19 saat berada di Commuterline.

#CovidSafeBUMN
#NewNormal
#BUMNLawanCorona
#BUMNUntukIndonesia
#KCILawanCorona https://t.co/ljWkOhaZm4",KAI Commuter
856,2021-07-21 22:41:44,"On last Raya Haji, kami di uji dengan Micha masuk NICU, sebab ada crack dekat kepala. Mikael dalam perut lagi.

Raya haji kali ni, kami diuji dengan Covid.

And seriously, aku punya ujian ni back to back. Ujian yang baru baru ni pun belum settle lagi.",baeyul
857,2021-07-21 22:41:44,"Aku memang tak keluar kemana mana. Tesco? Nope. Pasar? Nope. Route aku hari hari ialah rumah - taska - office - taska - rumah.

I have to. 

Makan order.
Barang dapur order.
Apa je yang tak order?

And still, +ve covid juga.",baeyul
858,2021-07-21 22:41:27,Setiap hari dekat kampung ni ad je orang meninggal sebab covid 🥺😭😭😭,🤍 AA 🖤
859,2021-07-21 22:41:19,"Rasa takut yg berlebihan justru akan jd bimerang bwat diri 
Waspada dan tawaqqal lah ,,, sebab tanpa covid pun rang orang mati jg,",KhaWan
860,2021-07-21 22:41:05,@zhfrst Nice post covid bakal bark angka batu final different rumah sakit kyknya.,M Iqbal Putra Agusti
861,2021-07-21 22:40:39,"Alhamdulillah semoga kedepannya sdh tidak ada lagi Covid 19 dengan varian barunya,.. 🤲 https://t.co/ScrC3Xkxkd",Rintopa
862,2021-07-21 22:40:37,"Generasi mulai dari 2020 akan menjadi generasi yang gagal di masa depan 

Covid - 19",deon
863,2021-07-21 22:40:29,"Kisah horor skrg gak diawali dgn ""di suatu malam yg dingin..."" 
Tapi diawali dgn pertanyaan , 
Ada info RS yg masih terima pasien covid kah ? 
Ada info oksigen ? 
Ra, ada info ventilator ga ?",Biendra🌻
864,2021-07-21 22:40:28,Wanita positif Covid-19 mati depan klinik https://t.co/7lYfBEVqj7,𝓩ulkifli𝓝azri
865,2021-07-21 22:40:25,"@gagasagustyus Kena covid knapa jd hilang ingatan gitu sih? 
Emng gitu yaa efek kena covid? #seriusnanya",Mila Meilani Sandi 🌼
866,2021-07-21 22:40:01,"Suplemen Blackmores Bio C 1000, khasiatnya sungguh dahsyat. Rekomendasi untuk pasien Covid-19 #blackmoresbioc1000 https://t.co/ntOsCHeDku",GenPI.co
867,2021-07-21 22:39:23,"@tirta_hudhi Dok , pengembangan obat covid oleh UNAIR TNI &amp; BIN apakah ada update perkembangannya ? 

sudah 1 tahun kok belum di release. Saya harap obat ini bisa membantu meringankan penderitaan pasien.

Maaf kalau gak uptodate soale sudah 1 tahun ini menghindari berita covid ben gak stress https://t.co/rHGgT1VonR",PriHong
868,2021-07-21 22:39:22,"@TSMusaHassan Mungkin xda siapa marah kalau berlaku pada masa, lokasi dan situasi berbeza. Tp zaman covid ni, mmg nampak sgt la bodohnya tu.",Atas Pagar
869,2021-07-21 22:39:18,"Alias, jadi emang bener isoman 14 hari udh cukup buat ngilangin gejala covid, gk tau pastinya karena males ditipu sama nakes, jdi gw cuman lewat keyakinan aja kalo itu covid, karena gejalanya sama banget.",Aldy ZR32
870,2021-07-21 22:39:17,"Jadi tetep ngejalanin pengobatan yg 'katanya' bisa nyembuhin covid-19. Minum jahe merah, berjemur tiap pagi, dan maksain diri buat olahraga, gk mau diem kaya org sakit, walaupun emang kadang jalan aja pusing, tapi tetep gw paksain dikit dikit",Aldy ZR32
871,2021-07-21 22:39:16,"Hari hari selama isoman tetep dengan kepedean kalo cuman masuk angin. Tapi tetep sih ada ketakutan sama covid, karena gw gk percaya sama nakes + pemerintah, bukan virusnya",Aldy ZR32
872,2021-07-21 22:39:15,"Apalagi gw emang tinggal di lingkungan yg warganya gk terlau percaya sama covid, jdi enjoy lah buat isoman, bener bener mandiri gk ada yg nyuruh wkwkw",Aldy ZR32
873,2021-07-21 22:39:15,"Terlebih lagi selasa siang dapet kabar kalo org yg gw temuin dapet gejala gk bisa nyium bau, makin yakin fix ini gejala covid ada di gw😂",Aldy ZR32
874,2021-07-21 22:39:14,"SERANG, (https://t.co/y81B4r3LoX) - Sekretariat DPRD Provinsi Banten pada tahun anggaran 2021 merencanakan pengadaan kendaraan dinas operasional yang akan diperuntukan bagi pimpinan DPRD Provinsi Banten sebanyak empat unit, pagu anggaran tersebut sudah

https://t.co/5FH0CgZT80 https://t.co/BzZsxuJ1Zm",beritasiber.co.id
875,2021-07-21 22:39:14,"Tepat hari senin sore sepulang dari tasik, gw ngerasain pusing, demam tinggi, jangan lupakan batuk pilek. Pas belum batuk pilek gk yakin ini gejala covid, tapi setelah malam selasa gk bisa tidur karena batuk pilek + demam yg makin parah, makin yakin ini gejala covid 😂",Aldy ZR32
876,2021-07-21 22:39:14,"Sebenernya 3 minggu yg lalu, tepatnya sepulang dari tasik, gw ngerasa timbul gejala covid-19, terlebih menemui seseorang yg mendapat gejala gk bisa nyium bau

-utas-",Aldy ZR32
877,2021-07-21 22:39:03,Kasus kartel kremasi awalnya diungkap oleh pengacara kondang Hotman Paris Hutapea https://t.co/xSouhWrpZv,suaradotcom
878,2021-07-21 22:38:50,"Emosi betul aku pagi ni. Kahwin dalam pandemik, bersalin dlm pandemik. Anak dh lahir tk bebas nk bawak keluar. Suami kena covid. Suami jauh dgn anak. Abang tkboleh balik rumah even duduk satu negeri. Aku nk gi jumpa kawan pun xboleh. Life before this.. Is so much greater.",Ros Nurul Ain Syuhada 🍃
